Unnamed: 0,x_test,future
,[92 91 50 136 50 136 92 67 55 122 145 122 145 8 17 157 103 99 29 122 145 51 8 8 157 157 116 20 129 99 92 51],[122 162 166 122  85 166 106 180]
,"[ 26   7 180  26  85  63  26 180   7  85  26   7  26 180  63  26   7  85
  26   7  26 180  63  26   7  85  26   7  26 180  63  26]",[166  26   7 180  26 166  36  26]
,[26 7 180 26 85 63 26 180 7 85 26 7 26 180 63 26 7 85 26 7 26 180 63 26 7 85 26 7 26 180 63 26],[166  26   7 180  26 166  36  26]
,"[ 19 178  95  99  19 178  95   0 112  29 135   5 112  29  95  99  19 178
 121  88  87 129  95  49  87 129 165 134  66 112 100 163]",[ 66 161  66 178  87   0 112  29]
,[19 178 95 99 19 178 95 0 112 29 135 5 112 29 95 99 19 178 121 88 87 129 95 49 87 129 165 134 66 112 100 163],[ 66 161  66 178  87   0 112  29]
,"[ 22 153 153   9 124 153 153 105 142 153 153 153  26 123  26  26  14 102
 102 102  82 119 119  24 119   9  24  98  98  98  36  50]",[ 36  54 115 115 115  14 102 102]
,[22 153 153 9 124 153 153 105 142 153 153 153 26 123 26 26 14 102 102 102 82 119 119 24 119 9 24 98 98 98 36 50],[ 36  54 115 115 115  14 102 102]
,"[160  11 168  11  33 168  38 159  73  94 159 105  53 153 166  78 105  16
 166  53  36 115  16  53   7  78  53  26  58 115  63  36]",[ 58 158  33  78 119  98  16  36]
,[160 11 168 11 33 168 38 159 73 94 159 105 53 153 166 78 105 16 166 53 36 115 16 53 7 78 53 26 58 115 63 36],[ 58 158  33  78 119  98  16  36]
,"[ 50  91   6 151 144  17 144 151 144 151 144  17 144 151 144  91   6 151
 144  17 144 151  91 144   6 151 144  17 144 151 148 150]",[103  60 150  60 150  60 103  60]
,[50 91 6 151 144 17 144 151 144 151 144 17 144 151 144 91 6 151 144 17 144 151 91 144 6 151 144 17 144 151 148 150],[103  60 150  60 150  60 103  60]
,"[116 146 116  29  29  29  29  29  29 164  60 103  78 144  60 103  78   8
 144  51  60 103  78  51 144   8  60 103  78   8 144 157]",[103 151 157 144  51  60 103 151]
,[116 146 116 29 29 29 29 29 29 164 60 103 78 144 60 103 78 8 144 51 60 103 78 51 144 8 60 103 78 8 144 157],[103 151 157 144  51  60 103 151]
,"[160 179  71 160 166  54  14 105 134 160  17 160  46 165  14 105 131 160
  13 160 179  71 166  50 131  78  13  78 179  71  85  91]",[151 165 151 179  54  46   9 134]
,[160 179 71 160 166 54 14 105 134 160 17 160 46 165 14 105 131 160 13 160 179 71 166 50 131 78 13 78 179 71 85 91],[151 165 151 179  54  46   9 134]
,"[ 90 119  10  26  26 128  90 119 142  26  26 142  90 119 142  26  36 142
  26 142  90  26  10  90  33 111  26  26  72  78  90  33]",[ 26  26  10  90  33  10  26 119]
,[90 119 10 26 26 128 90 119 142 26 26 142 90 119 142 26 36 142 26 142 90 26 10 90 33 111 26 26 72 78 90 33],[ 26  26  10  90  33  10  26 119]
,"[ 35 136 123  35 140 136 123   9 136 144   9 136 144 136 131 123  13  35
 136 123   9 128 136 123  50 103  17  13 166  60  35  50]",[144 103  50  17  46 152 144  35]
,[35 136 123 35 140 136 123 9 136 144 9 136 144 136 131 123 13 35 136 123 9 128 136 123 50 103 17 13 166 60 35 50],[144 103  50  17  46 152 144  35]
,"[144  17 144 151  91 137 151 144  17 144 151 144 151 144  17 144 151  91
 161 151  71  54  71 151  71 151  71  54  71 151  91  38]",[ 38 165  38  54  38 165 151  38]
,[144 17 144 151 91 137 151 144 17 144 151 144 151 144 17 144 151 91 161 151 71 54 71 151 71 151 71 54 71 151 91 38],[ 38 165  38  54  38 165 151  38]
,"[ 13  78 129 128 160  73 151  73 129 160   8 128 152 178 151 178  78 151
 178 152 178  60 152   8 151  60 117 179  78 166 123 180]",[166 165 159  50 166 144 179  50]
,[13 78 129 128 160 73 151 73 129 160 8 128 152 178 151 178 78 151 178 152 178 60 152 8 151 60 117 179 78 166 123 180],[166 165 159  50 166 144 179  50]
,"[174 165 134 178 178 178 178  88  88  51  51  49  49 114 114 114 114 114
 114  34   5  34   5  34  49  51 121  88  28 178  28  87]",[ 87   2 134  45   2 134  45  96]
,[174 165 134 178 178 178 178 88 88 51 51 49 49 114 114 114 114 114 114 34 5 34 5 34 49 51 121 88 28 178 28 87],[ 87   2 134  45   2 134  45  96]
,"[136 131  35 159  50  13  35  46  91  35 180  50 103  13  35  46  35  50
  17  50  17  13 160 163  13  17  14 131  17  13 160  13]",[ 13 137 131  17  14  35 131  14]
,[136 131 35 159 50 13 35 46 91 35 180 50 103 13 35 46 35 50 17 50 17 13 160 163 13 17 14 131 17 13 160 13],[ 13 137 131  17  14  35 131  14]
,"[ 54  82  91  82 136  53  82   7  91 153  82  85 136  82  91  82  85  54
  82  91  82  85 123  82  91  82 123 153  82  85  91 105]",[180 123  82  91  82 101  71  82]
,[54 82 91 82 136 53 82 7 91 153 82 85 136 82 91 82 85 54 82 91 82 85 123 82 91 82 123 153 82 85 91 105],[180 123  82  91  82 101  71  82]
,"[180  94  94  81 180  94  35  35  94  35 136 100   4 127 131  63 127  97
  97  81 127  97 180 180  97 180  94  94  81 180  94  35]",[ 94  35 136 100   4 176  81  62]
,[180 94 94 81 180 94 35 35 94 35 136 100 4 127 131 63 127 97 97 81 127 97 180 180 97 180 94 94 81 180 94 35],[ 94  35 136 100   4 176  81  62]
,"[ 60 103 157 151  29 150  60 103  29 151   5 174  60 128   5  73 129 174
  60 128 129  73 109 131 128  78  13 131 128  78  29  13]",[131 128  78  99  13  29 131 128]
,[60 103 157 151 29 150 60 103 29 151 5 174 60 128 5 73 129 174 60 128 129 73 109 131 128 78 13 131 128 78 29 13],[131 128  78  99  13  29 131 128]
,"[ 95 156 143  87  93  41  95  41  95  20  95  20  95 156 143  87  93  41
  95  41  95  14  41  41  95  23  87  41  95  95  93 141]",[95 22 87 22 87 95 41 95]
,[95 156 143 87 93 41 95 41 95 20 95 20 95 156 143 87 93 41 95 41 95 14 41 41 95 23 87 41 95 95 93 141],[95 22 87 22 87 95 41 95]
,"[159   4 180  70 180  83 159 180 136  35  42 159 180 145  70 180 126 135
 180  70 180 100 180 136   9  80 180 136   9 126  80 180]",[136   9  83  80 180  46 180 159]
,[159 4 180 70 180 83 159 180 136 35 42 159 180 145 70 180 126 135 180 70 180 100 180 136 9 80 180 136 9 126 80 180],[136   9  83  80 180  46 180 159]
,"[177   7  10  78  50 161 113 137 177  30  48 174  24  77  73   9  48  10
  47  61 142 138 128 142 123  26 138 138 161  22 138  73]",[153  22 138 138  69 161  69 138]
,[177 7 10 78 50 161 113 137 177 30 48 174 24 77 73 9 48 10 47 61 142 138 128 142 123 26 138 138 161 22 138 73],[153  22 138 138  69 161  69 138]
,"[117 117 117 100 140 152 152 152  73 140 152  75 138 128 161 117  59 140
 152  16 181 177 177 177 181 177 177 177  68 181 177 177]",[177  74 181 177 177 177 181 177]
,[117 117 117 100 140 152 152 152 73 140 152 75 138 128 161 117 59 140 152 16 181 177 177 177 181 177 177 177 68 181 177 177],[177  74 181 177 177 177 181 177]
,"[  0  22 149   9 171 124  22 149  86  56  56  34  56  28 114 114 114   5
  94 114  87  14 160  17 103 165 134 165 134  14 160  14]",[ 17 103 144  60 144  60  14 160]
,[0 22 149 9 171 124 22 149 86 56 56 34 56 28 114 114 114 5 94 114 87 14 160 17 103 165 134 165 134 14 160 14],[ 17 103 144  60 144  60  14 160]
,"[163 126 145  42  70 140  70  83  70 140  42 126  75  42  70 131  83  70
 131  83  40  78  35  19  80  35  78   9  22  40  70  78]",[40 70 78 19 40 78 35 19]
,[163 126 145 42 70 140 70 83 70 140 42 126 75 42 70 131 83 70 131 83 40 78 35 19 80 35 78 9 22 40 70 78],[40 70 78 19 40 78 35 19]
,"[178 105 179  49 105 166 165 153   7  78 127  18 117 115 116  78  73  49
 165 144 116  71 123  29  71 123  49 144 123   8  54 136]",[ 14  50  49  14  50 116   9  50]
,[178 105 179 49 105 166 165 153 7 78 127 18 117 115 116 78 73 49 165 144 116 71 123 29 71 123 49 144 123 8 54 136],[ 14  50  49  14  50 116   9  50]
,"[ 54 136   9  53  17 136  82 152 136 159  17 136  80   9 136  17 136 152
 136 136 153  50  50 136  97  54 136   9  53  17 136 116]",[136  51 123 136 129  35 136 123]
,[54 136 9 53 17 136 82 152 136 159 17 136 80 9 136 17 136 152 136 136 153 50 50 136 97 54 136 9 53 17 136 116],[136  51 123 136 129  35 136 123]
,"[136  63  53 153  53  17  63  13 123 173  63  26  26 136  63  26  97  26
 123  36 123  78 119  36  26  26  50  36  26   7  26 136]",[144  17  33  36  18  18  50  36]
,[136 63 53 153 53 17 63 13 123 173 63 26 26 136 63 26 97 26 123 36 123 78 119 36 26 26 50 36 26 7 26 136],[144  17  33  36  18  18  50  36]
,"[ 60 117  16  52  16 177  58  58 152  58  16  66  10  16  60  60 170  60
 170  60 170  60 170 128 138 117 161  49 161  49 161  49]",[ 49 161   5 137  29 177  78 177]
,[60 117 16 52 16 177 58 58 152 58 16 66 10 16 60 60 170 60 170 60 170 60 170 128 138 117 161 49 161 49 161 49],[ 49 161   5 137  29 177  78 177]
,"[ 10 128 128  10  10 128 142 128 142 177 142 128 142 128 142 128  10 128
 111 128  72  19  10 158  10 138  10 128  10 128 158 128]",[128 142 128 128  10 128  10 177]
,[10 128 128 10 10 128 142 128 142 177 142 128 142 128 142 128 10 128 111 128 72 19 10 158 10 138 10 128 10 128 158 128],[128 142 128 128  10 128  10 177]
,"[  8  78  50  54  50   1  78   9 136   9  16  78  50  54  50   1  78   9
 136   9  16  78  50  54  50  10  78  50 136  50  10  21]",[166 159 166   7  26  53  16  36]
,[8 78 50 54 50 1 78 9 136 9 16 78 50 54 50 1 78 9 136 9 16 78 50 54 50 10 78 50 136 50 10 21],[166 159 166   7  26  53  16  36]
,"[ 54  50  78 179 179  54  50  78 179 159 117  54  50  78  80  80  54  50
  78 159  80 128 136  50  78  82 159  50  82  78 179 180]",[ 82 159  78  85 153  82 159  78]
,[54 50 78 179 179 54 50 78 179 159 117 54 50 78 80 80 54 50 78 159 80 128 136 50 78 82 159 50 82 78 179 180],[ 82 159  78  85 153  82 159  78]
,"[ 17   7 105 105  94  97  35 105  94  97  14 127  97 105  46   7  94 105
  46   7  82  18   7   7  85  26   7 180  26  85  63  26]",[  7  85  26   7  26 180  63  26]
,[17 7 105 105 94 97 35 105 94 97 14 127 97 105 46 7 94 105 46 7 82 18 7 7 85 26 7 180 26 85 63 26],[  7  85  26   7  26 180  63  26]
,"[ 46 105 103  35 105  71  97 105 151  82 105 165  97 179 151  85  46 165
 105 159 134 180  46 151 105 180 131  85 159  13 180 105]",[ 46  94 152  82  35 160  91  14]
,[46 105 103 35 105 71 97 105 151 82 105 165 97 179 151 85 46 165 105 159 134 180 46 151 105 180 131 85 159 13 180 105],[ 46  94 152  82  35 160  91  14]
,"[ 71 131 136  35  94  13 136  35  91 136  91  94  60  50  54  80 144  50
  54 179  35  50 180 152 144  85 166 180  46  94  80  35]",[ 91 150  80  35  91 103  50 136]
,[71 131 136 35 94 13 136 35 91 136 91 94 60 50 54 80 144 50 54 179 35 50 180 152 144 85 166 180 46 94 80 35],[ 91 150  80  35  91 103  50 136]
,"[ 75 180  80  46 136 131 152 159  46  60 116 128 152 135  60  70 131  50
 159 103  80  93 144  83 126 135   4 135   4  70  99  70]",[152 152  70 131  70 131 135  60]
,[75 180 80 46 136 131 152 159 46 60 116 128 152 135 60 70 131 50 159 103 80 93 144 83 126 135 4 135 4 70 99 70],[152 152  70 131  70 131 135  60]
,"[127  69  86 127  82   7  46 127  82   7  46 119 165   7  82  11 165  71
  87  17  54  28 136  14 178 136  14  11 134  45  87 103]",[ 28 152 160 178 152 160 152 160]
,[127 69 86 127 82 7 46 127 82 7 46 119 165 7 82 11 165 71 87 17 54 28 136 14 178 136 14 11 134 45 87 103],[ 28 152 160 178 152 160 152 160]
,"[103  17  14 165  82 136 128 123 136 165  82 136 128 123 136  13  35  35
 103  14  35  13 105  35 160  14  35  13  46  82 152  35]",[165  46 159 152  91  35  13 159]
,[103 17 14 165 82 136 128 123 136 165 82 136 128 123 136 13 35 35 103 14 35 13 105 35 160 14 35 13 46 82 152 35],[165  46 159 152  91  35  13 159]
,"[130 115   7  82 102  18   7  93 153 105 159 123 179  54 159 123  82 165
  91 151  54 117 123 128  54 117 123 128  54 117 123 128]",[117  80 144 179  54 159 123  80]
,[130 115 7 82 102 18 7 93 153 105 159 123 179 54 159 123 82 165 91 151 54 117 123 128 54 117 123 128 54 117 123 128],[117  80 144 179  54 159 123  80]
,"[  0  60   0  29 131  59 174  59  59  59 174  59  59  77 174  77  77  77
 174  77  77  59 128   0   0   0   0   0   0   0   0   0]",[  0   0 129   0  49   0   0   0]
,[0 60 0 29 131 59 174 59 59 59 174 59 59 77 174 77 77 77 174 77 77 59 128 0 0 0 0 0 0 0 0 0],[  0   0 129   0  49   0   0   0]
,"[  7 126  50 172 126  98  50 119 126  50  33 155  50  72 155   7  50  53
 155  50 155 144 166 155 165 166 155 144 166 155  73 153]",[165 153 144 155 123 153  54 155]
,[7 126 50 172 126 98 50 119 126 50 33 155 50 72 155 7 50 53 155 50 155 144 166 155 165 166 155 144 166 155 73 153],[165 153 144 155 123 153  54 155]
,"[ 69   0  22 128  24 110  50 117  22 149  22 149  86 176  15 176   5  93
 178   7  93  87  18  56  56  68  97  88  85 105  41  95]",[ 71  14  35  95  94  28  93 100]
,[69 0 22 128 24 110 50 117 22 149 22 149 86 176 15 176 5 93 178 7 93 87 18 56 56 68 97 88 85 105 41 95],[ 71  14  35  95  94  28  93 100]
,"[151 178 152 178  60 152   8 151  60 117 179  78 166 123 180  50 166 165
 159  50 166 144 179  50  53 166  54  80  26 144  50 166]",[159   7 136 166 136  82  53 144]
,[151 178 152 178 60 152 8 151 60 117 179 78 166 123 180 50 166 165 159 50 166 144 179 50 53 166 54 80 26 144 50 166],[159   7 136 166 136  82  53 144]
,"[ 85 117 166  85 153 144  85 153  97 153  97 153 152  53  97 153 144  97
  53  26 115  63  36 131  90  33 173  70  98  36  63 115]",[ 53  60  36  63 115  26  53  97]
,[85 117 166 85 153 144 85 153 97 153 97 153 152 53 97 153 144 97 53 26 115 63 36 131 90 33 173 70 98 36 63 115],[ 53  60  36  63 115  26  53  97]
,"[ 80  46 136 131  35 159  50  13  35  46  91  35 180  50 103  13  35  46
  35  50  17  50  17  13  78 163  13  17  50 131  17  13]",[ 13  17  13 177 131  17  50  35]
,[80 46 136 131 35 159 50 13 35 46 91 35 180 50 103 13 35 46 35 50 17 50 17 13 78 163 13 17 50 131 17 13],[ 13  17  13 177 131  17  50  35]
,"[ 12 108 131  55  55  13  97 108  55 108  48  41 108 131  20  20  13  97
 108  20 108  48 114 108 131  55  55  13  35 108 108  48]",[108 131  13  35 142 138 128 123]
,[12 108 131 55 55 13 97 108 55 108 48 41 108 131 20 20 13 97 108 20 108 48 114 108 131 55 55 13 35 108 108 48],[108 131  13  35 142 138 128 123]
,"[ 60 144 179  13 144 159  54 144  80  13 144 105  60 144 153  13 144 166
  54 144  13 144  60 144 179  13 144 159  54 144  80  13]",[178 152 144 129  73 144   8 136]
,[60 144 179 13 144 159 54 144 80 13 144 105 60 144 153 13 144 166 54 144 13 144 60 144 179 13 144 159 54 144 80 13],[178 152 144 129  73 144   8 136]
,"[ 16  11  21  38  16 172 100 160 110 168  42 110  42 168 110 177 167 144
  78 123 172  38 165  21 126  11 155  60  52 155  38  52]",[ 76 115  86  25 172  38  23  25]
,[16 11 21 38 16 172 100 160 110 168 42 110 42 168 110 177 167 144 78 123 172 38 165 21 126 11 155 60 52 155 38 52],[ 76 115  86  25 172  38  23  25]
,"[ 35  78 149  22 159 162  78  19 159 162  78  19  85 162 103 162 145  85
  66 128  66  58  52  60  53 164 162  78  19  70 128 100]",[ 19 100  70 128  46 111  22 105]
,[35 78 149 22 159 162 78 19 159 162 78 19 85 162 103 162 145 85 66 128 66 58 52 60 53 164 162 78 19 70 128 100],[ 19 100  70 128  46 111  22 105]
,"[ 80  94 159  46 179 166 177  10 180  10 179  60 105  16 166   7  53 166
  16 179 159 140  85 153   7  53 153 159 159 140  26 127]",[ 73  53   7 165 159  80 153  82]
,[80 94 159 46 179 166 177 10 180 10 179 60 105 16 166 7 53 166 16 179 159 140 85 153 7 53 153 159 159 140 26 127],[ 73  53   7 165 159  80 153  82]
,"[ 35 131  94  35  94  97 176  80 131  46  80  46  53  42  94 131 180  94
 180 127 101  93  93  57 148  94 151 180  94 180 127 101]",[ 93  57 148  80  73 180  80 180]
,[35 131 94 35 94 97 176 80 131 46 80 46 53 42 94 131 180 94 180 127 101 93 93 57 148 94 151 180 94 180 127 101],[ 93  57 148  80  73 180  80 180]
,"[180 136  46  17 159 123  80 144  35  13   9  73  50  78 136 152  17 103
 123 128 144  60  13 131  73 174  13 131 144  60 123 128]",[103 136 152  50  78   9  73  35]
,[180 136 46 17 159 123 80 144 35 13 9 73 50 78 136 152 17 103 123 128 144 60 13 131 73 174 13 131 144 60 123 128],[103 136 152  50  78   9  73  35]
,"[159  13  35 136 159  13  35 136 159 152  13 136  17  80  73 136  17  80
  73 136  17 159 131 180 159  35  35 159  35 136  35  46]",[166  46  35  35  92  46  35  50]
,[159 13 35 136 159 13 35 136 159 152 13 136 17 80 73 136 17 80 73 136 17 159 131 180 159 35 35 159 35 136 35 46],[166  46  35  35  92  46  35  50]
,"[142 149 142 149 142 149 142 149 142 149 142 142   9  14 123  73 160 128
  88 129 129  51  49 104   0 104   0 104   0 104   0 104]",[104   0 104   0  50  54  71  73]
,[142 149 142 149 142 149 142 149 142 149 142 142 9 14 123 73 160 128 88 129 129 51 49 104 0 104 0 104 0 104 0 104],[104   0 104   0  50  54  71  73]
,"[ 37  16  37  16  37  52 144  78  78 158 152  60  78  78  52 117  60  78
  78  19 152  60  78  78  37 160  60  78  78  78  78  78]",[ 78  78  19 152  60  78  52 117]
,[37 16 37 16 37 52 144 78 78 158 152 60 78 78 52 117 60 78 78 19 152 60 78 78 37 160 60 78 78 78 78 78],[ 78  78  19 152  60  78  52 117]
,"[165  85 179   7  85   7  91 115   7   7 105  18   7  18  82 102  18   7
  85 115   7 115 179 130 115 115 127  36 115  97  36 127]",[ 36  97 115 127  36 115  36  97]
,[165 85 179 7 85 7 91 115 7 7 105 18 7 18 82 102 18 7 85 115 7 115 179 130 115 115 127 36 115 97 36 127],[ 36  97 115 127  36 115  36  97]
,"[ 88 124  88 149 178  43  49  43  24   0  73 123  14   9 159 105 110 129
 110 110 124  88  88 124  88 149 178  43  49  43  24   0]",[ 50  82 159 166   7 158  29 158]
,[88 124 88 149 178 43 49 43 24 0 73 123 14 9 159 105 110 129 110 110 124 88 88 124 88 149 178 43 49 43 24 0],[ 50  82 159 166   7 158  29 158]
,"[ 75 126  83 180 152 126 152 150 126 152  42  42 177 152 158 152  42  93
  42  93  70 116 100 154  70  55  42  93  42  93  70 116]",[154  70  55  42  79  42  79  70]
,[75 126 83 180 152 126 152 150 126 152 42 42 177 152 158 152 42 93 42 93 70 116 100 154 70 55 42 93 42 93 70 116],[154  70  55  42  79  42  79  70]
,"[132  68  57 132  88  68 132  57  88  88  68  15 129 132 112  15 132 129
 112 132  15 129 129 112 132  51  28   6 132  28  51   6]",[132  51  51   6  11  51  87 110]
,[132 68 57 132 88 68 132 57 88 88 68 15 129 132 112 15 132 129 112 132 15 129 129 112 132 51 28 6 132 28 51 6],[132  51  51   6  11  51  87 110]
,"[115 155  50  18 155  50 115 155  50  53 155  50   7 155  50  53 155  50
 153   4   9   7   4  53   9  26   4 115   9  53 155  50]",[155  53  50   7 155 153  50 166]
,[115 155 50 18 155 50 115 155 50 53 155 50 7 155 50 53 155 50 153 4 9 7 4 53 9 26 4 115 9 53 155 50],[155  53  50   7 155 153  50 166]
,"[180 150 152  71 152 166 150 152  85  71 152  46 150 103 144 103 150 103
 144 103 150 103 144 103  94 150 103  80 151 103  94 150]",[ 71 152 180 150 152  71 152  35]
,[180 150 152 71 152 166 150 152 85 71 152 46 150 103 144 103 150 103 144 103 150 103 144 103 94 150 103 80 151 103 94 150],[ 71 152 180 150 152  71 152  35]
,"[160 123 128   9  73 105  14 105  14 159 123   9  50  14 123  73 123  14
   9 110 174 107 134  45 142 128  77 174 142 128  75 174]",[134  45  59 128  77 174  59 128]
,[160 123 128 9 73 105 14 105 14 159 123 9 50 14 123 73 123 14 9 110 174 107 134 45 142 128 77 174 142 128 75 174],[134  45  59 128  77 174  59 128]
,"[ 81 100   1  35 131  94  35  94  97 176  80 131  46  80  46  53  42  94
 131 180  94 180 127 101  93  93  57 148  94 151 180  94]",[127 101  93  93  57 148  80  73]
,[81 100 1 35 131 94 35 94 97 176 80 131 46 80 46 53 42 94 131 180 94 180 127 101 93 93 57 148 94 151 180 94],[127 101  93  93  57 148  80  73]
,"[180  80   9  80  17 180  13 123  97 180 159 159 136 180 159  35 159  26
 131 152  63  26  97  97  13  26  97 180  97  73  18  78]",[ 36  18  97  97  17  18  97 166]
,[180 80 9 80 17 180 13 123 97 180 159 159 136 180 159 35 159 26 131 152 63 26 97 97 13 26 97 180 97 73 18 78],[ 36  18  97  97  17  18  97 166]
,"[  4  80   9 136  54  66  54  21 123  17 155 155  16 155  37  52 155 166
  40  85  75  75   1  75  75   4 100  75  33  53   7   7]",[166 166 180 179  66 179  21 159]
,[4 80 9 136 54 66 54 21 123 17 155 155 16 155 37 52 155 166 40 85 75 75 1 75 75 4 100 75 33 53 7 7],[166 166 180 179  66 179  21 159]
,"[158  23 101  45 101 165  45 165 132 158  44  24 132  24 132 158  23 101
  45 101 165  45 165 132 158  44  24 132  24 132 158  23]",[ 45 101 165  45 165 101  44 101]
,[158 23 101 45 101 165 45 165 132 158 44 24 132 24 132 158 23 101 45 101 165 45 165 132 158 44 24 132 24 132 158 23],[ 45 101 165  45 165 101  44 101]
,"[ 14  73  91 151   9 160  91 152   9 160  82 151   9 160  82 151  94  73
  82 151  94  73 159 165  94  13 159 165 179  71 159 165]",[ 71 105 123  50  54  80 144 179]
,[14 73 91 151 9 160 91 152 9 160 82 151 9 160 82 151 94 73 82 151 94 73 159 165 94 13 159 165 179 71 159 165],[ 71 105 123  50  54  80 144 179]
,"[ 84  84  18  87   2   2 115  15 118 118 102   6 115 156  84  84  18  11
 114 114  18  11 114 114 114 114 114  18 148 115 156  15]",[127  71  91  15  15 115  15  14]
,[84 84 18 87 2 2 115 15 118 118 102 6 115 156 84 84 18 11 114 114 18 11 114 114 114 114 114 18 148 115 156 15],[127  71  91  15  15 115  15  14]
,"[ 95  41  95  20  95  20  95 156 143  87  93  41  95  41  95  20  95  20
  95 156 143  87  93  41  95  41  95  14  41  41  95  23]",[ 41  95  95  93 141  93  95  22]
,[95 41 95 20 95 20 95 156 143 87 93 41 95 41 95 20 95 20 95 156 143 87 93 41 95 41 95 14 41 41 95 23],[ 41  95  95  93 141  93  95  22]
,"[127  91   7 153  14  85 153  18   9  26  18 102  46 102 160 115  18  14
 115  18  50 127 148   6 148   6 148   6  53 156   6  53]",[  6  53 162  27 162  27 162  27]
,[127 91 7 153 14 85 153 18 9 26 18 102 46 102 160 115 18 14 115 18 50 127 148 6 148 6 148 6 53 156 6 53],[  6  53 162  27 162  27 162  27]
,"[152 122  78  70 152 116  55 131 128 152 128 152  13  45 117  13  35 128
 152  13 159 180 131 128  13 180 128 152  13 180  45 117]",[180 128 152  13 166 103  78  13]
,[152 122 78 70 152 116 55 131 128 152 128 152 13 45 117 13 35 128 152 13 159 180 131 128 13 180 128 152 13 180 45 117],[180 128 152  13 166 103  78  13]
,"[112 112  24  73 178  15 179  24 124 179 132 112 179 110  28  82 105 117
  28  28  28   9 179 117 132 132 112  54 117  15 132 132]",[ 80 161  37  37  37 144  80 161]
,[112 112 24 73 178 15 179 24 124 179 132 112 179 110 28 82 105 117 28 28 28 9 179 117 132 132 112 54 117 15 132 132],[ 80 161  37  37  37 144  80 161]
,"[136 165  82 136  45  71 136  13  35  35 160  17  35  13  46  91 134 136
  91 165  46  35 131  14  35  71  46  35  13  14  35  71]",[  9 103  14   9 160  80 105 128]
,[136 165 82 136 45 71 136 13 35 35 160 17 35 13 46 91 134 136 91 165 46 35 131 14 35 71 46 35 13 14 35 71],[  9 103  14   9 160  80 105 128]
,"[144  13 165 144 123 144 165 144 123 144 165 123 144 165 123 144 165 123
 144 165 123 144 178 129   8 178 129   8  82 152 144 159]",[144  80 136 144  73 144 152 144]
,[144 13 165 144 123 144 165 144 123 144 165 123 144 165 123 144 165 123 144 165 123 144 178 129 8 178 129 8 82 152 144 159],[144  80 136 144  73 144 152 144]
,"[159 136 159  35 136  35  50 123   9  60  73 144 136 144  73 144  73 144
 136   9 144  73 159  78  60  54  50  80  54  50  35 144]",[ 50  13 144  54 136 140 152  73]
,[159 136 159 35 136 35 50 123 9 60 73 144 136 144 73 144 73 144 136 9 144 73 159 78 60 54 50 80 54 50 35 144],[ 50  13 144  54 136 140 152  73]
,"[167  22 137 100 100  22 100 128 110  36 177 167  78 158 155 167 110  68
  60 167  16  72  11  21  16 179 159 117  52  80  52  80]",[128  38  21  11 139  38  36 177]
,[167 22 137 100 100 22 100 128 110 36 177 167 78 158 155 167 110 68 60 167 16 72 11 21 16 179 159 117 52 80 52 80],[128  38  21  11 139  38  36 177]
,"[121   8  28 178 116  31   5  10  29 157  31   0 178  31  88 146  88  14
  31  91   9  82  94  46 180 105  85 153   7  88 101   8]",[ 88 101   8  22  88 101  54 118]
,[121 8 28 178 116 31 5 10 29 157 31 0 178 31 88 146 88 14 31 91 9 82 94 46 180 105 85 153 7 88 101 8],[ 88 101   8  22  88 101  54 118]
,"[ 53 153 152  53  97 153 144 166 180 179 159  80  35  78   9  50 136 144
  54 123 144 123  54 136  73  54 136  14 144 136  14  50]",[ 50  91 117  50  91   9 144  91]
,[53 153 152 53 97 153 144 166 180 179 159 80 35 78 9 50 136 144 54 123 144 123 54 136 73 54 136 14 144 136 14 50],[ 50  91 117  50  91   9 144  91]
,"[123 128 100 138 162 128 110 162 138 100 110 128 138 128 159 138 123 128
 159 138  46 163  17 103  46 163  70 138 100 162 128 100]",[138 110  50 177 166 153  97  53]
,[123 128 100 138 162 128 110 162 138 100 110 128 138 128 159 138 123 128 159 138 46 163 17 103 46 163 70 138 100 162 128 100],[138 110  50 177 166 153  97  53]
,"[126  42  51  51 163  92  92  51 116  51  51 150  67  67 144  80 161   8
   8 140  62 146  88 137 129  51  29 177 164 164  51 129]",[ 10  10 129 134  10  29 113 178]
,[126 42 51 51 163 92 92 51 116 51 51 150 67 67 144 80 161 8 8 140 62 146 88 137 129 51 29 177 164 164 51 129],[ 10  10 129 134  10  29 113 178]
,"[112 115 102 130 102 130  98  45 130  98 119 124  98 119 119  90  60  90
 149  90 131  90  19  33 173  98  36  63 115  60  26  53]",[162  53  26 115  63  36 130 152]
,[112 115 102 130 102 130 98 45 130 98 119 124 98 119 119 90 60 90 149 90 131 90 19 33 173 98 36 63 115 60 26 53],[162  53  26 115  63  36 130 152]
,"[ 36  63  18 127  53 127 131  63  18 127  13  53  97  85 166 180 179  60
 166 180 179 144  94  80  35  91  50  85 140  53  97  85]",[166 180  46  94  80  94 108 180]
,[36 63 18 127 53 127 131 63 18 127 13 53 97 85 166 180 179 60 166 180 179 144 94 80 35 91 50 85 140 53 97 85],[166 180  46  94  80  94 108 180]
,"[174  69  73 159 128  14  73 159 128 105 138  14 149  22 138  14  73 159
 128  14  73 159 128 105 138  14 149  22 138  22 138  14]",[ 22 138  14 137  34  61  34  61]
