,x_val,future
8744,"[ 80  48 138   8 155  88   8 127 165  11  66  12   8  93   8   3 105  80
  11  42  22 167  22   3  93  80  11   6  22 165  22  48]",[105 140  32  22  11  93   3  22]
8745,"[ 43   8 108  12 108  12 122 108  12 108  12 108 122  62  31  62  31  62
  31  62  31  53 145  53  62  53  62  53  62 124  40 124]",[124  40  31  56 128  31  38 148]
8746,"[180  35   8  95 165  35 157   8  95 149 157  47  22  95  80  47 120  22
 167  80 120   6 165  80  95 165  80   2  35  95 165  80]",[111  88 165  80 111 180  95 165]
8747,"[ 66  70  90  55 167  37 167 140 165  70  90 141 167 129 167 127 149 173
  86 141  95 129  95 127 149 139  73  55  88 165  88 127]",[140  25  55 165  97  70 165 117]
8748,"[  9  13   9  66  68   8  86  68  14  86  97  22 119 171 117 144 180 119
  97 108 167  25  83  25  12  80 144  80  27   6  66  27]",[66  3 11  6 48 80 25 48]
8749,"[ 89  59  88  88  59  88  88 140  59  90 127  88 140  88   7  91 140   8
 127  90   8 139 158 131 139 167 158 117 167  65 101 178]",[165 101 165 178 165 165 140 178]
8750,"[ 80  10 155  21 140 129 155 135  11 140 178  48   7  29 124  48  73  78
 141  29  53  70  73 103 119  70 142   1  32   1  32   1]",[  1  32 142   1  32   1  32 142]
8751,"[ 93  90  80 158  86  12  93  79  66 173  93  90 149 127 136  22  93  80
  93  70  85  22  93  80  93  70   5 113  93 149  93  70]",[113  88 149  88 119  86 129   7]
8752,"[ 65 147 111  65 139 139  65 139 155 155 147 139 155   7   7 155   7  73
  83  60 111 113 130 111  65  65 147 111  65 139 139  65]",[155 155 147 139 155   7   7 155]
8753,"[141  93  12 129 141 105  84  80  22  37  89 119 122  86  95  25  93  29
 129   3 105  11  80 140  37 155 119 173  86  79  25 158]",[ 97   3 180  11 101 140 111 155]
8754,"[ 80 119  73  70   1 141  29 140  90 141 140  29  70  29 140  29  42 141
 140  90 158 141  90 140  29 140  90 155 114 141 139 158]",[141 139  97 155 139 180 140   1]
8755,"[ 86 138 129  32 149 138  29  64 105 119  73 105 119  70 114 129 149   7
 149  70 119 109 122  88 105  88 122  88 122  57  88 109]",[ 34  88 109 122  57  66 109   8]
8756,"[ 51  13 127  84  66  86  95 127 127  66  86  95 127  11   8  66  86  95
   3   3  66  86  95  11   3  22 119  86  95  48  11  86]",[ 95 127 155   6  48  11  95 139]
8757,"[150  39 150  39 150  39  21  39  78 150  78 150  78 150  78 150   9   9
   9   9 137 137 126  54 137 137 150  39 150  39 150  39]",[39 46 46 46 46 46 46 46]
8758,"[ 66  86  66 129  68 125 105  37  52  73  37  71 105 145  89  95 129  37
 129  95  18 141  88 145 129  71  80 129  52  88  31  89]",[129  37 129  95 129  95  89  95]
8759,"[  3  21  89  14  90   3 155  21  84  14 140   7 113  82  89 119  98 122
 144 119 122 133 123  66  98 167  98 119  98 122  98 123]",[ 98  89  98 119  98 113  98 123]
8760,"[129 155 153  93 155 153 129 155  41 105 122 155  41 155  41 149 155 132
 153 119  92 153   3 119  11 153 119 155 144 171 119 144]",[119   3 146 119 173  13  37 155]
8761,"[ 51 108  22  46 107 145 107 145  22 108  16   4  16 145   6  49  95  18
   0  31  26 148 143 148  71  19  68  19  67  68  19 148]",[134  68 134  68 134 104 138  68]
8762,"[139  73 155 119  90  70  70 167  70 167 127  66   7 149   7 149 140  37
  70 167  70 167   7 149  29 129   7 149  29 129  48  78]",[ 48  37 167   7  98  29   7  70]
8763,"[ 21  21  53  74 153  40  10 142  53 178 150  39  21 131 169  78  54 116
  85 170  69  75  41 170 162  76  69  69  43  76  93 136]",[ 76 108 136 174 118  69 136 174]
8764,"[122 141 124 180 122 101 136  12  22  97 136  22 180   6  22 158 143  22
  14 159  18  97 153  10  10 153  10 153  10 153 124  10]",[ 10 124  10  38 145  38 145  58]
8765,"[155   3 155 173 165  95 155  11 155 173  80 155  48 155 134  13 134  13
  26  68  26  68 134  31 134  31 134  68 134  68 134  31]",[ 31 134 145 134 145  26  68 134]
8766,"[ 60 146 127 113  91  63 140 125  37 146  73   3  37 139 125  73  19   3
 140  73 127 113  66  63  73   7  66   7 140  12  70  93]",[ 90  42  70 167   7 140  12  70]
8767,"[157  35  86  35  35  66  20  20  20  70   2   2  96  90  96 180 180  20
 180 180  65  35  35 157  35  35  81   2  11  90  80  25]",[54 90 25 90 81 79 79 79]
8768,"[ 31  29  62 140  31  26  31  29   4 140  83  79   4 144   4 140 145  11
  16  11 145  62  52  11 148  25  25 136  25  18   3 144]",[ 18 179  18   3 108  90 178  97]
8769,"[111  20 180  97 158  79 173 155 127  11   3  48  29  25  86 119  66  80
 105 129 165 105  80 105 165 105  80 105 165  80 105 165]",[105 165  80 105 165  80 105  46]
8770,"[ 38 145 153   6 153   6 128  95 133   8 133   8 121 122 174  22 174  22
  69 113 170  12 170  12 179  22 121  12 121  12  43   8]",[ 12 108  12 122 108  12 108  12]
8771,"[138 138 138  49 138  49 138  49  89  49  22 128  22  49  22  49  22  49
  22  45  22  27  22  27   6  27  22  27  22 160  22  87]",[115  95  49  95  81  95  81  84]
8772,"[126 145 169 108 143  46 169 108 126 145 174   4 118   9 150 148  21 104
 150 148  46  55 175 126 144  48   1  55 175 138 175   9]",[  4 126 145  99 108 143  46  69]
8773,"[ 70  11  22 113  25   8  22  85  22  85  22  25   3  93  48  11   8   3
 144   8 144  89 127  73   8  89  48 167   8  54   8  54]",[127   3 105 140  90  95 127  51]
8774,"[ 48 165   7  37  48 165  29  37  25  55 140 165  41  46  41  46  41  46
  41  46  41  46  41  46  41  46  41  24  41  24  41  24]",[24 41 24 41 24 41 24 41]
8775,"[107   6 125  64 125  95   6  88 125 122  64  88 125 107 107 107 107 107
 107  95  88 119 122  73  88   6 125 119  64  73 125 138]",[119  64  73 125 149  34  73 125]
8776,"[ 48  89 140  48 140  90  78  25 122   3  25   3 155  83 113  36 177 112
 130   2 113 112 111 101  65  97 158 117  89 101 117 101]",[ 78  79 122  97  79  97 111  83]
8777,"[117 118  66  29  66   4  78  66  70  66  70  73  90  41 117  90   9  73
  90 139  90 139  79 117   9  86  48  86 158   9  70  73]",[ 73  29  48 117  86  76  20 117]
8778,"[168  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75  75 115
 115 115 115 150 136  21 169 140  70  55 167 165 167  37]",[140   7  70 141 167 127 149 167]
8779,"[ 80 127  84  79 181  97 101  20 157 181  36   2  22 120  36 157   2 180
  97 136  79 173  95 119  80 165  95 122  22  95  20  84]",[ 27  20 101  20  35  27  20 180]
8780,"[175 127  90  17 127  90 175 127  79   0 173  90 173  79  45 117  97   0
 180  20  27 101  17  20 101  27  20   2  17  20   2  20]",[ 27   2  20   2  35  27 177  47]
8781,"[111 180 180 119 111 180 158 180  80  35  95  80  47  35 180 180  86  35
 180 117 180 119  35  37 105  36  35 101 101  86  35 101]",[101  37  35  80  95  47  35 180]
8782,"[ 40  40  40  40  40  40  40  62 161  13  84   8  95  13  84   8  95 175
  84  22  95  13  84   8  95 143  84 122  95  17 167  84]",[ 95  95  95  95 148  86  84 122]
8783,"[119 145 122  37 108 119  52 141 129  80 119  80 129 141  80 119  68  73
 119  80  52  52  89 129  37  86  37 129  52  89 149  37]",[ 86  37 149 104 125 129  66  86]
8784,"[ 65 139 139  65 139 155 155 147 139 155   7   7 155   7  73  83  60 111
 113 130 111  65  65 147 111  65 139 139  65 139 155 155]",[139 155   7   7 155   7  73  83]
8785,"[119  90  70 155 119  90  70  48  91  91 165 178 178 117  37 158  70 139
  66  90  37 127  70 140  48  90   7 127   7  70  90 127]",[158   7 117  97  29  65  97  70]
8786,"[ 97   1 101 109 146 146 146 154  63 127   7  73  66 181 162 181 162 181
 162  69 174 155  11  25 119 174 114 180 141 174 114 180]",[174 114 180 141 174 114 180 141]
8787,"[ 25 113  66   8   7  93  73  55  66   8  48  88 127  48  22  12  66   8
  11 165  48  22  66   8  11 165  25 113  66   8   7  93]",[170 127   4  81  71 108 162 170]
8788,"[175  45 175  45  13  27  97  17  20  27   2 101  20   2  35 117  28 117
  54  90  61  79  65 117 156  79 140 117  54  28  79 170]",[  2  20  69  65  79 139  91 117]
8789,"[127  32 141 173 158 155 141 139 158 155 139 117  11 114 141 139  97  11
 141 173 158  11 155 139  11 109 155 173   3  84 140 173]",[ 11 173  29  64   3 173  73 122]
8790,"[127  95 173   8  97  84  20   6  35 138  36 109 161  96  96 123 123  48
  80 149 165 129  88 167  70  66  73  29  48  80   7 149]",[165 127 129  88 167  70  66  73]
8791,"[150  47   2  47   2 101 117 150 101   2  47 150   2 101   2 101 117 140
 150  90 117 101 150 117  90 117  90 140  48 150 140  90]",[150  90 140  90 140  48  90 150]
8792,"[  7 155 108 127  11  25  11  80 127  66 155 119 127  66  11  80  25  85
 118  69 136 174 149  80  66 108  66  66  80  66 119 108]",[ 80  93 155  80 173  66  79 119]
8793,"[ 22  11  81  25  22  11  81   3  89  29  26  25  86  89  25  84   3  25
 144   3  70  16  25  86  62  29  11 173 158  97 180  95]",[ 38 101 180  95  92  38 180  95]
8794,"[ 70  42  90 167  29 141 158 129  29 141 158 129   7 113  65 149   7 113
  65 149  90 167   2  70  90 167   2  70   7 113  65 149]",[113  65 149  21 104 104  21 169]
8795,"[ 90  55 165  97  37 165 117  70  79  48   8 165  66 165 173  86  25  79
 113  93  86  93 173  66  25  79  22  93  70  93  90  80]",[ 86  12  93  79  66 173  93  90]
8796,"[ 53  56  53  56  53  56  53  62  31  62  31  59  46  59  71  56  31 154
  46 154  46  90 140  25  46 155 140  53   4  37  29   4]",[159  29   4   7  66   3  29 153]
8797,"[ 74 124  74 124  48  74 124  74  29  74 124  74  73  74 124  74  70 114
  53 142  29 142 178 142 140 142  21 142  90 142  53 142]",[142 178 142 101 142  21 142 111]
8798,"[137  46 124  54 124  54 124  54 124  54 178 165  48 101  70  89   1   8
 138  89   1 113  34  95   6 167  42   8 138 178   8 167]",[ 88 129 165 178  76  37  66 167]
8799,"[127  70 140 165  70  37  70  31  93  70  37  70   9  95  86 145  66  86
 108  95  86  46  66  86  68  95  86  66  86 108  95  25]",[ 25 145  95  86  66  86  18  95]
8800,"[174 174   3  29 129  22   6   3  25  29  86  73 119  85  86  37 141  95
   6 119  80  55  37 105  12  80 129  55 105  88 129  95]",[167  89  95 116  22  83 140 153]
8801,"[113  93 173  66  93 158  86  79  25  22  93  70  93  90  80  25  79 113
  93  86  93 173  66  29 158 113 129  86 129 173  66  48]",[ 22 165  86 165 173  80  90   3]
8802,"[80 29 80 29  7 81 81 22 93 81 22 93 80 22 93 11 22 93 80 80 11 80 11 80
 22 80 22 80 92 22 11 80]",[ 11 136  11  80  11 136  11  80]
8803,"[ 12  80 129  55 105  88 129  95  93 167  89  95 116  22  83 140 153  11
  11 144 173  75  25   3 140   3  25  86  62  70 139 116]",[158 117  97  65  38 180  22  95]
8804,"[ 11 119  90  93 162 169 139  88  15 176  79 167 162 169 139 113  73  76
   7 127  73 127  34  40 113 140   1  40  89   7 138  40]",[140   1  37  56  86  29  37  48]
8805,"[ 80  86  48  55  70  80  70  25  22  70  80  70  25  32 119  80 119  25
  64 119 105 119  25  12  66 105  66  86  84  66 105  66]",[109  66 105  66  86 138  66 165]
8806,"[167  88 105   7 122  88 149 122  93   3  37  29 167 129 149  29  90 129
 149  70 155  88 149 119 140  88 105  37   7 113 122 149]",[ 88 149   8  95 149   7 122  88]
8807,"[ 42  78 150 140  42  78 150 140  34  53 169 127 169 151 169 151 169 151
 169 151 127 169 151 169 127  34 151 169 127  42 151 169]",[ 64  21 176 155 176  10 176  10]
8808,"[ 18 147  71 147  71 147  71  71  71  71 147 104 104 104 104 104 104  17
 104  98  17  98  17  17 104  62  76 104  62 104  76  17]",[ 98  17  98  17  17 104  62  76]
8809,"[ 63  20 101  54  65 117  41  65  85 117  65  41 117 130 156   2  20  91
   2 154  20   2  63  20 101  54  65 117  41  65  85 117]",[ 41 117 130 156   2  20  91 130]
8810,"[180  20 111 145  35 111 145  35 108 145  18   9  18  18 108 108  68 148
   9 155  18 173 155 173  79  18 158  79  18 158  97  18]",[ 97 180  20  18 111  20  18 111]
8811,"[ 48 165 123 167  80  22 165  55 165  55 175 138 144   1 175 138 165  55
 149 113  80  22 123  42 148  32  46  57 115  57  96  57]",[165 115  66  70  57  86  70  96]
8812,"[ 88  40  89  40  88 165  89 114  95 129  37 129  95  89  95 129 122 114
  88 129  80 129  88 122  88 129  95   1 129  37  86 141]",[129  95 129  37 129   6 141  37]
8813,"[136  27 109  27  27  27  27  27  97  27  27  97  27  27 117  97  17  17
 180 115 115  20  27  27  27  27  27  27 180  27  97  27]",[ 67  67 180  67  67 180  67  67]
8814,"[  9 150 148 165  55 175 126 144   1  55 175 138 175  46 150 108 126 145
 174   4  13   9 150  31  13   9 150 148  69  68 103  46]",[ 68 150  31  13   9  41   4 126]
8815,"[ 85  20   2 130 150 157  47 117  91  65 101  20  54   2 130  54 157  85
  47 150  20   9   2  20 130 130  20  91   2  91  20  20]",[ 91  20 117  91 130 117 130  91]
8816,"[140 142  21 142  90 142  53 142 158 142 178 142 101 142  21 142 111  57
 179 137   2 137  85 137  85 137  85 137  85   2 137  85]",[111 137 179 137 101 137  41 137]
8817,"[105 122 105  29 114 129 124 141 129 124  22 129 124 122 129 114 129 103
 141 129   3 103 122 129 103  88  52  29   1 129  26 141]",[ 26  89 129  26  95 129  29   1]
8818,"[  7  55  70  42 149  32  70  42   7  55  70  42 165  32  70  42  48  55
  70  42 149 138  66  12  48 113  66  12 149 138  66  12]",[113  66  12  80 138  66  55  25]
8819,"[ 29  25 155  75  11 140   3  25  86 129 105  80 105  62 129  37  70  80
 105 116  86 129 105  80 105  22 129  95  70  37  93 129]",[ 80  95 105  22 105  62 129  93]
8820,"[157 111  97  79 155   3 164 155  79 155 144  79  97  97  27  36  35  20
  97 173 127  51   3  86   3  17 127 173 173  17  97  97]",[180 180 173  17  97  97 173  45]
8821,"[179  54  54 166 166  78  78 107 107  54  54 166 166  78  78 107 107  54
  54 126 126  78  78 107 107  54  54 126 126  78  78 107]",[ 78  78 150 150  54  54 156 156]
8822,"[ 27  86  27 110  22  48   3   7  11 140 127 173   6  49 155  49 127  84
  90  27 173 117  97 173  27 127  11  64 139  79 117  97]",[ 11  11  64 180  65 136  93  97]
8823,"[140 127 155  90 155  90 139 158 117  65 117  65 117  65  15 117  65 117
  65 117  65 117  65 117  65 117  65 117  65  15 117  65]",[ 65 117  65 117  65 117 139 127]
8824,"[140 132  10 155 122 132 141 122 124 158 122  97  84 122  79  30 122  97
  97 122  22  10 122  58 179 124  10 155 122 124 141 122]",[180 122 101 136  12  22 136  97]
8825,"[ 35   6 120  47  35 175 180 117 175 173   2 174 120 157   2  22 180  79
  22  90 116  42  84  89 167 116 167 105 116  37  70 133]",[113   8  95 133  95 149 133  66]
8826,"[148 153  52  10 153  62  53  40  10  52  62  14  40  10 153  21 173  62
  53 139 173  18  29 129 148   9 104  41 102  11  41 122]",[135 166 140 135 166  11  41 102]
8827,"[ 87  32  87 138  42  87 125   3  87  12  69  84  17  84  55  84  27   8
  22  84  49  95  29  52  11  52  90 173  52  79  52 158]",[107 107 175  49 175  81  81  49]
8828,"[ 48  86  49  48  11  48  45  11 173 173  27  20  97 173 127   3  86  27
   3 127   3  17 127 173 173  49  35 180 117 173  11  48]",[ 86  80  86 107  48  11  11 107]
8829,"[ 26   3  25  89   3  70  84  25  86 144  29  11  16 173 158  62  97 180
 180 101 180  95  92  38 180  95 101 180  38 180  95  65]",[ 38  65  35  95  65 180 133  79]
8830,"[105   3 138  68  68  64  67 147 104  42 148  31 145   6 134 134  31 148
  49  49  49 148  55  49 145  96  46  49 115 148  49 148]",[ 72  28  68  87  46 160 108  51]
8831,"[108 148 108 108 108  68 108 145  52 121 108 121 121 121 108 121 121 170
 108 170 170 170 108 170 170 121 148  93  93  93  93  93]",[ 93  93   7  93  93  93  11 127]
8832,"[155  22 173 155 153 140  11 122 140  11 153   3  29  22 153   3 122  11
 153 155  89 140 144 140 122 155 140 144  11   3  89 155]",[173 122  79 144  52  22 153 122]
8833,"[149 108 113 145  22  80   4  22  18  55 165  18  55  18  84 105   9  84
   9  68  18  46 108  31 108 108   9 108  71  65   7 145]",[180 145  11   4 180 117  18  48]
8834,"[  3  68  66  86   7  52 149  66  86  66 149  66 149  66  86 141  66  84
 149 113   3 104 129  66  29  86  66 129  66 129  66  86]",[ 66  89 129   8  73   9 129 105]
8835,"[ 48 127  66  25  12   3 155 119  25  32  11  73  11  48  32  73 127  66
  25  12   3  66   3  25  12  66  11  80 119 141  73  80]",[119  55  80   3 105  66  84  25]
8836,"[ 79   2  90 180  11  79  25  90  70  11  80  25  93  70 167  25  93  11
  80  90  70  79  25 180  11   2  90  81  81 120 180 157]",[  2  90 180  11  79  25  90  70]
8837,"[139 105  62 155 104 140  52 146 140  68 139  97 101  18 130  53  31 158
 104  53  26 104 173 104  26 154 104 139  68 154 154  68]",[ 68 101  13  68 173  52  13  51]
8838,"[ 42 113  52  52  52 125 104 113  46 113 113 113  89 113 113  46 125 113
  46  46  46 125 113  46  46  68 141  31 113 104 113 113]",[  4  89  71 113  90  52 113  46]
8839,"[ 80 127  66 155 119 173  86  79  25 173  86 155 119 127  66 140  37   3
 105  25  93  70 167  37  89  70 167  86  95  66   8  86]",[ 66   8 105  84  66   8  86   6]
8840,"[ 56  62  56  62  56  62  56 173  56  62  56 155  56  10  56 140  56  53
  56 140  64  53  74  53  74  53  74  53  74  53  74  11]",[153  74 153  74 153  74 153  74]
8841,"[  9   9 137 137 137 137 137 137 106   4 106   4 106   9  31 151 104  78
  46  78 150  78 150  61  55 113  61  55 113  24  89  54]",[ 54  91  54  91  54   8 108  76]
8842,"[ 70 148 107 148  96 148 162 148 162 148  28 148  28 148  28 148  28 148
  28 148  28 148  28 148  28 148  28 148  28 148  28 148]",[104 147 113 147 113 147 113 147]
8843,"[ 70  22  66  55  80 138  66  55  73  22  66  55 104  12   7   7   7   7
   7  11   7   3  48  52  42 113  52  52  52  42 113  52]",[ 52 125 104 113  46 113 113 113]
8844,"[ 92 155  11  55  92 140   3  12 140   3 140  29  55 140  29 140  73 140
  73  89  95 140  86  26 140  86 124 140  70 124  83 116]",[153 153 144 140  75  11  11 158]
8845,"[  4 125 105  37  73  37 105  18 113 149 119  18  73 104 119 149  52  42
 129  37  52  70  31  37 129  68 125  88 105  68  70  31]",[ 88 104 113  88 149 119 149  88]
8846,"[119  55  86  37  12 119  80  55  37 105  80 129 105  88  89  95 129  95
  22  93 167  83 116 153 144  75 140  11  11 173  62  25]",[140   3  25  86 116  70  22  95]
8847,"[173 155 127  11 127  84 173 155 127 155 173  79 158  97 155 122 173  79
 158 164  97 180  20 111  35 157 122  36 177 157 105  35]",[ 20 180  97 158  95  79 173 155]
8848,"[119 140  88 105  37   7 113 122 149 122  88 149   8  95 149   7 122  88
 149 155  71 113 122  88  71 113 122  88 108  84  89 122]",[141  89 122  68  12  89 122  31]
8849,"[  9   9 137 137 126  54 137 137 150  39 150  39 150  39  21  39  78 150
  78 150  78 150  78 150   9   9   9   9 137 137 126  54]",[137 150  39 150  39 150  39  21]
8850,"[111 180 132 111 177  18 153 157  35  18 153 111 101 180  97 158  79  83
  18 173 155 140  11   3  29  83  18  25  86  70 119 111]",[177 111 132 177 120 153  18  36]
8851,"[  4  41 144  41   4 175 143 175 145 143 175 143 145  62  17  62 104  17
  62  17 104  69  69  69 104  17 151  17 104 143 153 143]",[153 143 153 148 143 174 143 148]
8852,"[ 88  73  34  88 149  66  88  73  88  78 165  37  88 129  86   1 165 149
  37  89  66  37 149 165 129  73  88  59 165  37  88 140]",[ 37  62  86  29  37   3  42 105]
8853,"[ 65 139 139  65 139 155 155 147 139 155   7   7 155   7  73  83  60 176
 176  60  60  60  67 135  99 154  20 113 130  20  65  65]",[ 20  65 139 139  65 139 127 127]
8854,"[ 66 173 165  66  90 165  70  37  70 105  70  37 127  70 140 165  70  37
  70  31  93  70  37  70   9  95  86 145  66  86 108  95]",[46 66 86 68 95 86 66 86]
8855,"[ 85  83 173  97 113 158  76 113  79  76  17 107  22  48  11 143 127  11
  22  51 136 160  22  48  11 143 127  11  22  51 136 160]",[ 48  11 143 127  11  22  99 174]
8856,"[ 48 165  25  93  48 165  27  13  27  13  27  13  17  17  17  17  17  17
 178 178  17  17  51  51  51  51  78  78  51  51 144 144]",[144  54  54 144 144 179 179   9]
8857,"[149 104  80 148 123   4  80 148 165  46 115 165  96 165  55 115  55   8
 165 167  95 107 167 165  55  93 126  95 165  55  95 107]",[165  55  46 115  46   9  48   4]
8858,"[145   6 141  22 145  95  31   6 141  89  31  95  52   6 141  89  52  95
  46   6  22 122  46  95 145   6  22 122 145  95 134   6]",[89 95  6 84 89 68 95 31]
8859,"[119  73 119  73 140  25 119 140  42  29 149   7  29 149  29  70 149  70
  37 129 119 125 122  88 149  88 122  88 122  88 149 119]",[122  29  89 125 105  37  73 105]
8860,"[  8  73  66  73   3  12  25  66  25  48  89  55  25  70  25  48 167  25
  37  25  48 138  86  66  86  48   6  86  80  86  48  55]",[80 70 25 22 70 80 70 25]
8861,"[148  69 104 143  46 169  52 143  46 169 108 126 145  41   4 126 145 169
  52 143  46 151 104 150 148 169   9 150 148 165  55 175]",[144   1  55 175 138 175  46 150]
8862,"[119  73 119 105 119 105 119  73  64 119   6 105 125   3 125 105 119  73
 119 105 119 105 119  73 125 119 141 105  84   3  84  66]",[173 149  86  29 127 129  86  29]
8863,"[ 80 119 153 141 122 129  80 119  80 119  37  86 105  25 153  80  29 179
 129  80  26 119  29 124 129  80 119  29  80  29 119  25]",[ 86 124  80 119  83 122 129 102]
8864,"[ 48  11  25  70  22  25  11  95  48  86  48 173 165  11  86  11  90  80
  95  11  25  11  79 105  11  25  11  11 165  95  48  86]",[127  13   3  86   3  11 167  22]
8865,"[113 129  26  29  89 129  26  95 129   7 149 113 149   8 149  95 149   3
 105 154  84 105  53  89 105 154  88 105  86 114  95  53]",[ 95  53 141  95  53  89  95 124]
8866,"[115 115  95 115 165  49  80  49 165  49 165  49  93  49  93  49  95  95
 167 115 167 115  95 175  95 175   8  46   8  46  22  99]",[ 99  22 175   8 115 115 115 115]
8867,"[ 93 105  37  93 105  82  93 105  37  93 105  93 105  37  79  97 101 180
  97 158  79 173  90 140  11 140  90 173  79 158  97 180]",[116  70  25 116  70  25   3  70]
8868,"[140 155 164 140 140 129 164 148   3 129   3  11 129   3  29   3   3 129
 132  11 129 132 155 153 129 132 155 153 129 132 179  89]",[136  26  26  26  89  26 122 155]
8869,"[149  88  80 138  22  88 165  88  22  88  22  88 165  88  22  37   1  89
  88 105  88  89  88  89  88 105  88  89  37   1  95 129]",[ 89 149  37  29  95 149  37  86]
8870,"[  4  96  96  46  46  96  96 108 108  82  82  71  71  33  33 104 104  33
  33  46  46  44  44  52  52 142 142  31  31 142 142 104]",[137 137  46  46 115 115  46  46]
8871,"[ 43  93  93  93  93  93 174 179 162  69 179  22  12  93  69  95  12  93
 174 122  12  93 107 125 122  88  49   0  95  95  95  95]",[ 13  17 175 143  17   6  84  95]
8872,"[165  11  86 173 105 127  86  97 173  66   3 180 105  86 173 119  11 117
 119 173 119  48  97 105 119 173  66   3 173 127 105  86]",[ 80 155  66  86 173  93  11 165]
8873,"[129 145 141  22  95 145 129  31 141  89  95  31 129  52 141  89  95  52
 129 148 141 122  88 148 129  52 141 122  88  52 129  56]",[ 89  95 129 141  89  95  31 129]
8874,"[153  44 107  44 107  44 107  44 107  50 126  50 126  50 126  50 126  50
 126  51  51  51  87  51  87  51  87  51 124 124 124 124]",[124  87   8  87   8  87   8  28]
8875,"[  4  48 147 104 123   4 123   4  48 147 104 123   4 147 104  29 142  31
 119  54  37  80  40 119  37  56  26  53  91 153 173 135]",[135 153  86  53 135  62  53  26]
8876,"[ 11 165 127 149  90  80  86  66   3 105 127  95 173   8  97  84  20   6
  35 138  36 109 161  96  96 123 123  48  80   7 149  11]",[127 129  88 167  70  66  73  29]
8877,"[ 52  53  62 159  31  52  10 148  40 159  18  52  10 145  40 159  31  92
  53  26  31  92  53  26  31  92  53  26  31  92  53  26]",[76 92 76 53 76 26 76 31]
8878,"[105  88 105  88 105  37 105  88 105  88 105  37 105  88 105  17  88 105
  66 105  88   3  18 105 119  73 119 105 119 105 119  73]",[119   6 105 125   3 125 105 119]
8879,"[ 11 109  25  70  25  11  57  48  86  48  11 172   3  70   3  11  48  86
 161  48 173  48  86   6  48  11  90  48  70  55  48   3]",[ 86  66  84  86  48 127  86  66]
8880,"[ 70 180 105 180  70  79  95 173  90  86 173  11 165  48  86  20  93 180
  70 180 105 180  70  79 175 173  90 173  11  48  86  80]",[ 93  95  49 122 115   8  22 173]
8881,"[158 112  65 158 155 155 158 155   7   7 112 155   7  29  29   7  29 119
 144 102  65 141 111  65 158 158 112  65 158 155 155 158]",[  7   7 112 155   7  29  29   7]
8882,"[ 80  42  22   3  93  22 140 105  11  80   6  22 165  22  48  95  11  80
  42  22 167  22   3  93  48  80   6  22  95  22  95   3]",[ 25  80  42  22   3  93  22 140]
8883,"[ 73 122 124  22  73 122  93  12  25 167 136  22  25 167  93  12  25  95
  76   8  25  95  80  22  11  93  85 167  11  93  80 141]",[ 88 135 122  11  88  80  12  11]
8884,"[ 95  95  95  95  95  13  17 175 143  17   6  84  95 175   6  22  95  13
   6   8  95  49   6 122  95  86 107  95   0  68  51 109]",[94 94 94 94 94 94 94 94]
8885,"[140  90 140   3  90  58  79  90 140  79  97  79  90  97 101  97  79 101
   2 101  97 101   2 101  97 101   2 101  97 101   2 101]",[101   2 101  97 101   2 101  97]
8886,"[ 89  48  88  29 113   8  88   8  88 149   7  89  48  95  29 149 140  55
  89  88 141 113  88 140 139  84  89   3  88  29 113 122]",[ 22   3  88  29 129   7  89   3]
8887,"[ 68  52  18  73 153  71   3 145  29  31  26 140 140 140 140 140 140 178
 178 178 178 178 178 178  48 178  48 178  48 178  48 178]",[178  48  30 144  30 144  30 144]
8888,"[ 51  66  86  48   3  66  86   8  11 127   8  73  48  80 155 127  73  48
 165  11  11  12  86  25  69   7  11 153  86  25 162 127]",[ 12   7 127  93  86 158  79   7]
8889,"[119  90  70 173  86  79  25 153 145  95  38  95  38 145 153  95 153  95
 134 145  83  95  83  95  38 145 153  95 153  95 153 145]",[ 38   6  38 145 153   6 153   6]
8890,"[173  62  86  25  29   3  11  32  80  22  11  32  80  22  11  32  80  22
 144  32  62  22  85  62  32 144  85  22  32  22  11  32]",[ 22  11  32 140   1  37  89 140]
8891,"[ 95   6 165  55  95   6 165  55  95   6 165  55  95   6   4  88 129 178
 165 149  37 178  76  70  73  29 169  48   7 140  78 127]",[139 178 158 117 178  65  76 101]
8892,"[149   4 105 149 131 167  88 169 129 165  21 105 149   4 105 149 131  42
 125 169 141  55  21  84 113   4  84 113  84 113  89   8]",[167  88 129  48 165   7 149  11]
8893,"[ 73  88 105 119 105  88 105  88 105 119 105  88  29 104 129 149 119 149
 129 149 129 149 119 149 129  73  31 129 149  86 129 149]",[129 149  37  77  95 129  73  83]
8894,"[ 42 167 133 167  42 141  42  78  55  55 113  89 113  55 141 125   7  42
  21  21  21 149   7  42  21  21  21 149 140  89 146 146]",[ 70 127 113  63  63  63 178 139]
8895,"[ 31  46   9 148  68  46 137 108 145   4   9  46  31  68  46 108 115 145
 108 145   4  46   9 148  68  46 137 108 145   4   9  46]",[ 68  46 108  49 145 108 145   4]
8896,"[ 90 167 101  90 101   2 178  90 167 101  90 101   2 178  76  39  76  39
  78 137 127 167  65 127  65  20  76 127 167  65 127  65]",[ 76 127 167  65 127  65  20  76]
